stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
7_e3,,赤坂3番出口,33.588859,130.391516,,,2,7,0
7_e4,,赤坂4番出口,33.588674,130.391036,,,2,7,0
7_e5,,赤坂5番出口,33.589039,130.390556,,,2,7,0
7_e6,,赤坂6番出口,33.589229,130.390196,,,2,7,0
8_e1,,天神1出入口,33.591863,130.399199,,,2,8,0
8_e2,,天神2出入口,33.591923,130.399503,,,2,8,0
8_e3,,天神西3a出入口,33.591493,130.398721,,,2,8,0
8_e4,,天神西3b出入口,33.591583,130.398811,,,2,8,0
8_e5,,天神東3a出入口,33.591673,130.400217,,,2,8,0
8_e6,,天神東3b出入口,33.591313,130.399857,,,2,8,0
8_e7,,天神4出入口,33.591182,130.399891,,,2,8,0
8_e8,,天神5出入口,33.591120,130.399863,,,2,8,0
8_e9,,天神6出入口,33.591099,130.399782,,,2,8,0
8_e10,,天神6A出入口,33.591131,130.399667,,,2,8,0
8_e11,,天神7出入口,33.590771,130.399091,,,2,8,0
8_e12,,天神10出入口,33.590919,130.398976,,,2,8,0
8_e13,,天神11出入口,33.591120,130.398895,,,2,8,0
8_e14,,天神12出入口,33.591362,130.398867,,,2,8,0
8_e15,,天神13A出入口,33.591628,130.398903,,,2,8,0
8_e16,,天神13B出入口,33.591448,130.398561,,,2,8,0
8_e17,,天神14出入口,33.591704,130.398738,,,2,8,0
8_e18,,天神15出入口,33.591927,130.398975,,,2,8,0
8_e19,,天神16出入口,33.592103,130.399255,,,2,8,0
9_e1,,中洲川端1番出口,33.594750,130.405808,,,2,9,0
9_e2,,中洲川端2番出口,33.594633,130.406412,,,2,9,0
9_e3,,中洲川端3番出口,33.594258,130.406629,,,2,9,0
9_e4,,中洲川端4番出口,33.593974,130.406363,,,2,9,0
9_e5,,中洲川端5番出口,33.594064,130.405883,,,2,9,0
9_e6,,中洲川端6番出口,33.594078,130.405167,,,2,9,0
9_e7,,中洲川端7番出口,33.594633,130.405384,,,2,9,0
10_e1,,祇園1番出入口,33.594526,130.414476,,,2,10,0
10_e2,,祇園2番出入口,33.594341,130.415136,,,2,10,0
10_e3,,祇園3番出入口,33.593881,130.415226,,,2,10,0
10_e4,,祇園4番出入口,33.593696,130.414746,,,2,10,0
10_e5,,祇園5番出入口,33.594061,130.414266,,,2,10,0
10_e6,,祇園6番出入口,33.594251,130.413906,,,2,10,0
11_e1,,博多東1出入口,33.589950,130.421094,,,2,11,0
11_e2,,博多東2出入口,33.590040,130.421184,,,2,11,0
11_e3,,博多東3出入口,33.590130,130.421274,,,2,11,0
11_e4,,博多東4出入口,33.590220,130.421364,,,2,11,0
11_e5,,博多東5出入口,33.590310,130.421454,,,2,11,0
11_e6,,博多東6出入口,33.589950,130.421094,,,2,11,0
11_e7,,博多東7出入口,33.590040,130.421184,,,2,11,0
11_e8,,博多中1出入口,33.590268,130.420616,,,2,11,0
11_e9,,博多中2出入口,33.590358,130.420706,,,2,11,0
11_e10,,博多中3出入口,33.590448,130.420796,,,2,11,0
11_e11,,博多中4出入口,33.590088,130.420436,,,2,11,0
12_e1,,東比恵1番出入口,33.590326,130.431085,,,2,12,0
12_e2,,東比恵2番出入口,33.590209,130.431689,,,2,12,0
12_e3,,東比恵3番出入口,33.589834,130.431906,,,2,12,0
12_e4,,東比恵4番出入口,33.589550,130.431640,,,2,12,0
12_e5,,東比恵5番出入口,33.589640,130.431160,,,2,12,0
12_e6,,東比恵6番出入口,33.589654,130.430444,,,2,12,0
12_e7,,東比恵7番出入口,33.590209,130.430661,,,2,12,0
14_e1,,呉服町1番出入口,33.598664,130.409702,,,2,14,0
14_e2,,呉服町2番出入口,33.598479,130.410362,,,2,14,0
14_e3,,呉服町3番出入口,33.598019,130.410452,,,2,14,0
14_e4,,呉服町4番出入口,33.597834,130.409972,,,2,14,0
14_e5,,呉服町5番出入口,33.598199,130.409492,,,2,14,0
14_e6,,呉服町6番出入口,33.598389,130.409132,,,2,14,0
15_e1,,千代県庁口1番出入口,33.602918,130.414144,,,2,15,0
15_e2,,千代県庁口2番出入口,33.602847,130.414699,,,2,15,0
15_e3,,千代県庁口3番出入口,33.602548,130.414982,,,2,15,0
15_e4,,千代県庁口4番出入口,33.602249,130.414879,,,2,15,0
15_e5,,千代県庁口5番出入口,33.602178,130.414504,,,2,15,0
15_e6,,千代県庁口6番出入口,33.601979,130.413679,,,2,15,0
15_e7,,千代県庁口7番出入口,33.602458,130.413576,,,2,15,0
15_e8,,千代県庁口8番出入口,33.602937,130.413859,,,2,15,0
16_e1,,馬出九大病院前1番出入口,33.609727,130.419208,,,2,16,0
16_e2,,馬出九大病院前2番出入口,33.609610,130.419812,,,2,16,0
16_e3,,馬出九大病院前3番出入口,33.609235,130.420029,,,2,16,0
16_e4,,馬出九大病院前4番出入口,33.608951,130.419763,,,2,16,0
16_e5,,馬出九大病院前5番出入口,33.609041,130.419283,,,2,16,0
16_e6,,馬出九大病院前6番出入口,33.609055,130.418567,,,2,16,0
16_e7,,馬出九大病院前7番出入口,33.609610,130.418784,,,2,16,0
17_e1,,箱崎宮前1番出入口,33.616160,130.419497,,,2,17,0
17_e2,,箱崎宮前2番出入口,33.615700,130.420245,,,2,17,0
17_e3,,箱崎宮前3番出入口,33.615240,130.419677,,,2,17,0
17_e4,,箱崎宮前4番出入口,33.615880,130.419109,,,2,17,0
18_e1,,箱崎九大前1番出入口,33.622548,130.420839,,,2,18,0
18_e2,,箱崎九大前2番出入口,33.622088,130.421587,,,2,18,0
18_e3,,箱崎九大前3番出入口,33.621628,130.421019,,,2,18,0
18_e4,,箱崎九大前4番出入口,33.622268,130.420451,,,2,18,0
19_e1,,貝塚1番出入口,33.633053,130.425398,,,2,19,0
19_e2,,貝塚2番出入口,33.632593,130.426146,,,2,19,0
19_e3,,貝塚3番出入口,33.632133,130.425578,,,2,19,0
19_e4,,貝塚4番出入口,33.632773,130.425010,,,2,19,0
20_e1,,橋本1番出口,33.555526,130.320942,,,2,20,0
20_e2,,橋本2番出口,33.554516,130.321032,,,2,20,0
21_e1,,次郎丸1番出口,33.553094,130.329354,,,2,21,0
21_e2,,次郎丸2番出口,33.552084,130.329444,,,2,21,0
22_e1,,賀茂1番出口,33.550903,130.337733,,,2,22,0
22_e2,,賀茂2番出口,33.549893,130.337823,,,2,22,0
23_e1,,野芥1番出口,33.548704,130.346391,,,2,23,0
23_e2,,野芥2番出口,33.547694,130.346481,,,2,23,0
24_e1,,梅林1番出口,33.546209,130.354813,,,2,24,0
24_e2,,梅林2番出口,33.545199,130.354903,,,2,24,0
25_e1,,福大前1番出口,33.547881,130.362045,,,2,25,0
25_e2,,福大前2番出口,33.546871,130.362135,,,2,25,0
26_e1,,七隈1番出口,33.553577,130.361487,,,2,26,0
26_e2,,七隈2番出口,33.552567,130.361577,,,2,26,0
27_e1,,金山1番出口,33.559701,130.361358,,,2,27,0
27_e2,,金山2番出口,33.558691,130.361448,,,2,27,0
28_e1,,茶山1番出口,33.566469,130.365220,,,2,28,0
28_e2,,茶山2番出口,33.565459,130.365310,,,2,28,0
29_e1,,別府1番出口,33.574577,130.369458,,,2,29,0
29_e2,,別府2番出口,33.573842,130.370118,,,2,29,0
29_e3,,別府3番出口,33.573932,130.369068,,,2,29,0
30_e1,,六本松1番出口,33.578063,130.377151,,,2,30,0
30_e2,,六本松2番出口,33.577328,130.377811,,,2,30,0
30_e3,,六本松3番出口,33.577418,130.376761,,,2,30,0
31_e1,,桜坂1番出口,33.577696,130.386678,,,2,31,0
31_e2,,桜坂2番出口,33.576686,130.386768,,,2,31,0
32_e1,,薬院大通1番出口,33.580762,130.396023,,,2,32,0
32_e2,,薬院大通2番出口,33.579752,130.396113,,,2,32,0
33_e1,,薬院1番出口,33.582175,130.401645,,,2,33,0
33_e2,,薬院2番出口,33.581165,130.401735,,,2,33,0
34_e1,,渡辺通1番出口,33.584338,130.404767,,,2,34,0
34_e2,,渡辺通2番出口,33.583328,130.404857,,,2,34,0
35_e1,,天神南1番出口,33.588610,130.401537,,,2,35,0
35_e2,,天神南2番出口,33.588425,130.402197,,,2,35,0
35_e3,,天神南3番出口,33.587965,130.402287,,,2,35,0
35_e4,,天神南4番出口,33.587780,130.401807,,,2,35,0
35_e5,,天神南5番出口,33.588145,130.401327,,,2,35,0
35_e6,,天神南6番出口,33.588335,130.400967,,,2,35,0
36_e1,,櫛田神社前1番出口,33.591703,130.411403,,,2,36,0
36_e2,,櫛田神社前2番出口,33.591586,130.412007,,,2,36,0
36_e3,,櫛田神社前3番出口,33.591211,130.412224,,,2,36,0
36_e4,,櫛田神社前4番出口,33.590927,130.411958,,,2,36,0
36_e5,,櫛田神社前5番出口,33.591017,130.411478,,,2,36,0
36_e6,,櫛田神社前6番出口,33.591031,130.410762,,,2,36,0
36_e7,,櫛田神社前7番出口,33.591586,130.410979,,,2,36,0
37_e1,,博多西1出入口,33.589436,130.417761,,,2,37,0
37_e2,,博多西2出入口,33.589526,130.417851,,,2,37,0
37_e3,,博多西3出入口,33.589616,130.417941,,,2,37,0
37_e4,,博多西4出入口,33.589706,130.418031,,,2,37,0
37_e5,,博多西7出入口,33.589796,130.418121,,,2,37,0
37_e6,,博多西8出入口,33.589436,130.417761,,,2,37,0
37_e7,,博多西9出入口,33.589526,130.417851,,,2,37,0
37_e8,,博多西10出入口,33.589616,130.417941,,,2,37,0
37_e9,,博多西11出入口,33.589706,130.418031,,,2,37,0
37_e10,,博多西13出入口,33.589796,130.418121,,,2,37,0
37_e11,,博多西14出入口,33.589436,130.417761,,,2,37,0
37_e12,,博多西15出入口,33.589526,130.417851,,,2,37,0
37_e13,,博多西16出入口,33.589616,130.417941,,,2,37,0
37_e14,,博多西17出入口,33.589706,130.418031,,,2,37,0
37_e15,,博多西18出入口,33.589796,130.418121,,,2,37,0
37_e16,,博多西19出入口,33.589436,130.417761,,,2,37,0
37_e17,,博多西20出入口,33.589526,130.417851,,,2,37,0
37_e18,,博多西21出入口,33.589616,130.417941,,,2,37,0
37_e19,,博多西22出入口,33.589706,130.418031,,,2,37,0
37_e20,,博多西23出入口,33.589796,130.418121,,,2,37,0
37_e21,,博多西24出入口,33.589436,130.417761,,,2,37,0
13_e1,,福岡空港1A番出入口,33.596909,130.448456,,,2,13,0
13_e2,,福岡空港1B番出入口,33.596879,130.448475,,,2,13,0
13_e3,,福岡空港2番出入口,33.597461,130.447788,,,2,13,0
13_e4,,福岡空港3番出入口,33.596709,130.448961,,,2,13,0
13_e5,,福岡空港4番出入口,33.596783,130.449210,,,2,13,0
13_e6,,福岡空港5番出入口,33.596864,130.449094,,,2,13,0
